"DDLatitude"	"DDLongitude"	"OccurrenceTableName"	"OccurrenceID"	"Taxon"	"OccurrenceDate"	"Habitat"	"LocationName"	"LocationDetails"	"CoordinateUncertaintyDistance"	"CoordinateUncertaintyUnit"	"GeoreferenceRemarks"	"Country"	"StateProvince"	"EORank"	"Collector"	"PhenologyNotes"	"Notes"
"35.85784"	"-93.07995"	"ExpeditionData_OccurrenceFormat"	"7219"	"Neviusia alabamensis"	9/2/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Runs along E facing bluff down to 100 M from bluff. Additional inaccessible population on top of very steep bluff."	"Big creek, Campbell property, Ozark national forest."	"access through Campbell property off Big creek rd S of Mt Judea.through multiple locked gates and pastures."	4.00	"m"		"United States"	"Arkansas"		"Chauncey, Jared, Dan Maurer, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1530,  Collection Number:238; Clonal shrub colonies, arching shrubs to 6'. New stems reddish, newer woody stems redddish brown. Collected smaller divisons where possible, from clusters likely to be distinct individuals with the clonal mass. N half of population.; "
"35.85784"	"-93.07995"	"ExpeditionData_OccurrenceFormat"	"7218"	"Neviusia alabamensis"	9/2/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Runs along E facing bluff down to 100 M from bluff. Additional inaccessible population on top of very steep bluff."	"Big creek, Campbell property, Ozark national forest."	"access through Campbell property off Big creek rd S of Mt Judea.through multiple locked gates and pastures."	4.00	"m"		"United States"	"Arkansas"		"Chauncey, Jared, Dan Maurer, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1529,  Collection Number:237; Clonal shrub colonies, arching shrubs to 6'. New stems reddish, newer woody stems redddish brown. Collected smaller divisons where possible, from clusters likely to be distinct individuals with the clonal mass. N half of population.; "
"35.85784"	"-93.07995"	"ExpeditionData_OccurrenceFormat"	"7217"	"Neviusia alabamensis"	9/2/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Runs along E facing bluff down to 100 M from bluff. Additional inaccessible population on top of very steep bluff."	"Big creek, Campbell property, Ozark national forest."	"access through Campbell property off Big creek rd S of Mt Judea.through multiple locked gates and pastures."	4.00	"m"		"United States"	"Arkansas"		"Chauncey, Jared, Dan Maurer, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1528,  Collection Number:236; Clonal shrub colonies, arching shrubs to 6'. New stems reddish, newer woody stems redddish brown. Collected smaller divisons where possible, from clusters likely to be distinct individuals with the clonal mass. N half of population.; "
"35.85784"	"-93.07995"	"ExpeditionData_OccurrenceFormat"	"7216"	"Neviusia alabamensis"	9/2/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Runs along E facing bluff down to 100 M from bluff. Additional inaccessible population on top of very steep bluff."	"Big creek, Campbell property, Ozark national forest."	"access through Campbell property off Big creek rd S of Mt Judea.through multiple locked gates and pastures."	4.00	"m"		"United States"	"Arkansas"		"Chauncey, Jared, Dan Maurer, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1527,  Collection Number:235; Clonal shrub colonies, arching shrubs to 6'. New stems reddish, newer woody stems redddish brown. Collected smaller divisons where possible, from clusters likely to be distinct individuals with the clonal mass. N half of population.; "
"35.85784"	"-93.07995"	"ExpeditionData_OccurrenceFormat"	"7215"	"Neviusia alabamensis"	9/2/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Runs along E facing bluff down to 100 M from bluff. Additional inaccessible population on top of very steep bluff."	"Big creek, Campbell property, Ozark national forest."	"access through Campbell property off Big creek rd S of Mt Judea.through multiple locked gates and pastures."	4.00	"m"		"United States"	"Arkansas"		"Chauncey, Jared, Dan Maurer, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1526,  Collection Number:234; Clonal shrub colonies, arching shrubs to 6'. New stems reddish, newer woody stems redddish brown. Collected smaller divisons where possible, from clusters likely to be distinct individuals with the clonal mass. N half of population.; "
"35.85784"	"-93.07995"	"ExpeditionData_OccurrenceFormat"	"7214"	"Neviusia alabamensis"	9/2/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Runs along E facing bluff down to 100 M from bluff. Additional inaccessible population on top of very steep bluff."	"Big creek, Campbell property, Ozark national forest."	"Access through Campbell property off Big creek rd S of Mt Judea. Through multiple locked gates and pastures."	4.00	"m"		"United States"	"Arkansas"		"Chauncey, Jared, Dan Maurer, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1525,  Collection Number:233; Clonal shrub colonies, arching shrubs to 6'. New stems reddish, newer woody stems redddish brown. Collected smaller divisons where possible, from clusters likely to be distinct individuals with the clonal mass. N half of population.; "
"35.85784"	"-93.07995"	"ExpeditionData_OccurrenceFormat"	"7213"	"Neviusia alabamensis"	9/2/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Runs along E facing bluff down to 100 M from bluff. Additional inaccessible population on top of very steep bluff."	"Big creek, Campbell property, Ozark national forest."	"access through Campbell property off Big creek rd S of Mt Judea.through multiple locked gates and pastures."	4.00	"m"		"United States"	"Arkansas"		"Chauncey, Jared, Dan Maurer, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1524,  Collection Number:232; Clonal shrub colonies, arching shrubs to 6'. New stems reddish, newer woody stems redddish brown. Collected smaller divisons where possible, from clusters likely to be distinct individuals with the clonal mass. N half of population.; "
"35.85784"	"-93.07995"	"ExpeditionData_OccurrenceFormat"	"7212"	"Neviusia alabamensis"	9/2/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Runs along E facing bluff down to 100 M from bluff. Additional inaccessible population on top of very steep bluff."	"Big creek, Campbell property, Ozark national forest."	"Access through Campbell property off Big creek rd S of Mt Judea. Through multiple locked gates and pastures."	4.00	"m"		"United States"	"Arkansas"		"Chauncey, Jared, Dan Maurer, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1523,  Collection Number:231; Clonal shrub colonies, arching shrubs to 6'. New stems reddish, newer woody stems redddish brown. Collected smaller divisons where possible, from clusters likely to be distinct individuals with the clonal mass. N half of population.; "
"35.85784"	"-93.07995"	"ExpeditionData_OccurrenceFormat"	"7211"	"Neviusia alabamensis"	9/2/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Runs along E facing bluff down to 100 M from bluff. Additional inaccessible population on top of very steep bluff."	"Big creek, Campbell property, Ozark national forest."	"access through Campbell property off Big creek rd S of Mt Judea.through multiple locked gates and pastures."	4.00	"m"		"United States"	"Arkansas"		"Chauncey, Jared, Dan Maurer, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1522,  Collection Number:230; Clonal shrub colonies, arching shrubs to 6'. New stems reddish, newer woody stems redddish brown. Collected smaller divisons where possible, from clusters likely to be distinct individuals with the clonal mass. N half of population.; "
"35.85784"	"-93.07995"	"ExpeditionData_OccurrenceFormat"	"7210"	"Neviusia alabamensis"	9/2/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Runs along E facing bluff down to 100 M from bluff. Additional inaccessible population on top of very steep bluff."	"Big creek, Campbell property, Ozark national forest."	"access through Campbell property off Big creek rd S of Mt Judea.through multiple locked gates and pastures."	4.00	"m"		"United States"	"Arkansas"		"Chauncey, Jared, Dan Maurer, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1521,  Collection Number:229; Clonal shrub colonies, arching shrubs to 6'. New stems reddish, newer woody stems redddish brown. Collected smaller divisons where possible, from clusters likely to be distinct individuals with the clonal mass. N half of population.; "
"35.85784"	"-93.07995"	"ExpeditionData_OccurrenceFormat"	"7209"	"Neviusia alabamensis"	9/2/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Runs along E facing bluff down to 100 M from bluff. Additional inaccessible population on top of very steep bluff."	"Big creek, Campbell property, Ozark national forest."	"Access through Campbell property off Big creek rd S of Mt Judea. Through multiple locked gates and pastures."	4.00	"m"		"United States"	"Arkansas"		"Chauncey, Jared, Dan Maurer, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1520,  Collection Number:228; Clonal shrub colonies, arching shrubs to 6'. New stems reddish, newer woody stems redddish brown. Collected smaller divisons where possible, from clusters likely to be distinct individuals with the clonal mass. N half of population.; "
"35.85784"	"-93.07995"	"ExpeditionData_OccurrenceFormat"	"7208"	"Neviusia alabamensis"	9/2/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Runs along E facing bluff down to 100 M from bluff. Additional inaccessible population on top of very steep bluff."	"Big creek, Campbell property, Ozark national forest."	"access through Campbell property off Big creek rd S of Mt Judea.through multiple locked gates and pastures."	4.00	"m"		"United States"	"Arkansas"		"Chauncey, Jared, Dan Maurer, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1519,  Collection Number:227; Clonal shrub colonies, arching shrubs to 6'. New stems reddish, newer woody stems redddish brown. Collected smaller divisons where possible, from clusters likely to be distinct individuals with the clonal mass. N half of population.; "
"35.85784"	"-93.07995"	"ExpeditionData_OccurrenceFormat"	"7207"	"Neviusia alabamensis"	9/2/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Runs along E facing bluff down to 100 M from bluff. Additional inaccessible population on top of very steep bluff."	"Big creek, Campbell property, Ozark national forest."	"Access through Campbell property off Big creek rd S of Mt Judea.through multiple locked gates and pastures."	4.00	"m"		"United States"	"Arkansas"		"Chauncey, Jared, Dan Maurer, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1518,  Collection Number:226; Clonal shrub colonies, arching shrubs to 6'. New stems reddish, newer woody stems redddish brown. Collected smaller divisons where possible, from clusters likely to be distinct individuals with the clonal mass. N half of population.; "
"35.85784"	"-93.07995"	"ExpeditionData_OccurrenceFormat"	"7206"	"Neviusia alabamensis"	9/2/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Runs along E facing bluff down to 100 M from bluff. Additional inaccessible population on top of very steep bluff."	"Big creek, Campbell property, Ozark national forest."	"Access through Campbell property off Big creek rd S of Mt Judea. Through multiple locked gates and pastures."	4.00	"m"		"United States"	"Arkansas"		"Chauncey, Jared, Dan Maurer, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1517,  Collection Number:225; Clonal shrub colonies, arching shrubs to 6'. New stems reddish, newer woody stems redddish brown. Collected smaller divisons where possible, from clusters likely to be distinct individuals with the clonal mass. N half of population.; "
"35.85784"	"-93.07995"	"ExpeditionData_OccurrenceFormat"	"7205"	"Neviusia alabamensis"	9/2/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Runs along E facing bluff down to 100 M from bluff. Additional inaccessible population on top of very steep bluff."	"Big creek, Campbell property, Ozark national forest."	"access through Campbell property off Big creek rd S of Mt Judea.through multiple locked gates and pastures."	4.00	"m"		"United States"	"Arkansas"		"Chauncey, Jared, Dan Maurer, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1516,  Collection Number:224; Clonal shrub colonies, arching shrubs to 6'. New stems reddish, newer woody stems redddish brown. Collected smaller divisons where possible, from clusters likely to be distinct individuals with the clonal mass. N half of population.; "
"35.85784"	"-93.07995"	"ExpeditionData_OccurrenceFormat"	"7204"	"Neviusia alabamensis"	9/2/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Runs along E facing bluff down to 100 M from bluff. Additional in-accesible population on top of very steep bluff."	"Big creek, Campbell property, Ozark national forest."	"Access through Campbell property off Big creek rd S of Mt Judea. Through multiple locked gates and pastures. Requires permission from Campbells (870-434-5344)."	4.00	"m"		"United States"	"Arkansas"		"Chauncey, Jared, Dan Maurer, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1515,  Collection Number:223; Clonal shrub colonies, arching shrubs to 6'. New stems reddish, newer woody stems redddish brown. Collected smaller divisons where possible, from clusters likely to be distinct individuals with the clonal mass. N half of population.; "
"32.88830"	"-87.06780"	"MortonGapAnalysis_Quercus_arkanasana"	"72"	"Quercus arkansana"	1/1/2003 0:00:00		"Bibb"	"Bibb (AL); USA"			"NA"	"United States"	"Alabama"				
"35.55009"	"-93.15126"	"ExpeditionData_OccurrenceFormat"	"7180"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	5.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1491,  Collection Number:110; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
"35.55009"	"-93.15126"	"ExpeditionData_OccurrenceFormat"	"7179"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	5.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1490,  Collection Number:109; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
"35.55009"	"-93.15126"	"ExpeditionData_OccurrenceFormat"	"7178"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	5.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1489,  Collection Number:108; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
"35.55009"	"-93.15126"	"ExpeditionData_OccurrenceFormat"	"7177"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	5.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1488,  Collection Number:107; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
"35.55009"	"-93.15126"	"ExpeditionData_OccurrenceFormat"	"7176"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	5.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1487,  Collection Number:106; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
"35.55009"	"-93.15126"	"ExpeditionData_OccurrenceFormat"	"7175"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	5.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1486,  Collection Number:105; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
"35.55009"	"-93.15126"	"ExpeditionData_OccurrenceFormat"	"7174"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	5.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1485,  Collection Number:104; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
"35.55009"	"-93.15126"	"ExpeditionData_OccurrenceFormat"	"7173"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	5.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1484,  Collection Number:103; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
"35.55009"	"-93.15126"	"ExpeditionData_OccurrenceFormat"	"7172"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	5.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1483,  Collection Number:102; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
"35.55009"	"-93.15126"	"ExpeditionData_OccurrenceFormat"	"7171"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	5.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1482,  Collection Number:101; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
"35.55009"	"-93.15126"	"ExpeditionData_OccurrenceFormat"	"7170"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	5.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1481,  Collection Number:100; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
"35.55009"	"-93.15126"	"ExpeditionData_OccurrenceFormat"	"7169"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	5.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1480,  Collection Number:99; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
"35.55009"	"-93.15126"	"ExpeditionData_OccurrenceFormat"	"7168"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	5.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1479,  Collection Number:98; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
"35.55009"	"-93.15126"	"ExpeditionData_OccurrenceFormat"	"7167"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	8.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1478,  Collection Number:97; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
"35.55009"	"-93.15126"	"ExpeditionData_OccurrenceFormat"	"7166"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	8.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1477,  Collection Number:96; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
"35.54997"	"-93.15135"	"ExpeditionData_OccurrenceFormat"	"7165"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	8.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1476,  Collection Number:95; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
"35.54997"	"-93.15135"	"ExpeditionData_OccurrenceFormat"	"7164"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	8.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1475,  Collection Number:94; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
"35.54997"	"-93.15135"	"ExpeditionData_OccurrenceFormat"	"7163"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	8.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1474,  Collection Number:93; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
"35.54997"	"-93.15135"	"ExpeditionData_OccurrenceFormat"	"7162"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	8.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1473,  Collection Number:92; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
"35.54997"	"-93.15135"	"ExpeditionData_OccurrenceFormat"	"7161"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	8.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1472,  Collection Number:91; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
"35.54997"	"-93.15135"	"ExpeditionData_OccurrenceFormat"	"7160"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	8.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1471,  Collection Number:90; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
"35.54997"	"-93.15135"	"ExpeditionData_OccurrenceFormat"	"7159"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	8.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1470,  Collection Number:89; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
"35.54997"	"-93.15135"	"ExpeditionData_OccurrenceFormat"	"7158"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	8.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1469,  Collection Number:88; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
"35.54997"	"-93.15135"	"ExpeditionData_OccurrenceFormat"	"7157"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	8.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1468,  Collection Number:87; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
"35.54997"	"-93.15135"	"ExpeditionData_OccurrenceFormat"	"7156"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	8.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1467,  Collection Number:86; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
"35.54997"	"-93.15135"	"ExpeditionData_OccurrenceFormat"	"7155"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	8.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1466,  Collection Number:85; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
"35.54997"	"-93.15135"	"ExpeditionData_OccurrenceFormat"	"7154"	"Neviusia alabamensis"	8/31/2022 0:00:00	"Woodland, forest and other wooded land: Notes: Rocky slope on bluff"	"Ozark-St. Francis National Forest; Longpool recreation area"	"Upstream from parking area"	8.00	"m"		"United States"	"Arkansas"		"Maurer, Dan, Jared Chauncey, Dee Van Huss"		"Keyword: APGA USFS Fall 2022, Accession Number: 2022-1465,  Collection Number:84; Arching woody shrub; 4-6ft; lightly foliated; alternate leaves; doubly serrated; attractive amber brown bark; reproduces clonally by runners.; "
